FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,MANAGE_MBY_NM,WORKDAY_OPER_AT,WKEND_OPER_AT,SPR_OPER_AT,SUMR_OPER_AT,FALL_OPER_AT,WNT_OPER_AT,ELECT_PROVD_AT,HWATER_PROVD_AT,WIFI_HOLD_AT,FWOOD_SLE_AT,WLK_ROAD_AT,WATERPARK_HOLD_AT,PLY_FCLTY_HOLD_AT,MART_HOLD_AT,TOILET_CO,SHWERRM_CO,SINK_CO,FETGS_CO,CFR_FSHNG_FCLTY_AT,CFR_WLK_ROAD_FCLTY_AT,CFR_BEACH_FCLTY_AT,CFR_PRIZE_LSR_FCLTY_AT,CFR_VALL_FCLTY_AT,CFR_RIVER_FCLTY_AT,CFR_POOL_FCLTY_AT,CFR_YNGBGS_EXPRN_FCLTY_AT,CFR_FAFV_EXPRN_FCLTY_AT,CFR_CHILD_PLY_FCLTY_AT,GLAMPING_BED_HOLD_AT,GLAMPING_TV_HOLD_AT,GLAMPING_FRIDGE_HOLD_AT,GLAMPING_WIFI_HOLD_AT,GLAMPING_IN_TOILET_HOLD_AT,GLAMPING_AC_HOLD_AT,GLAMPING_HEATER_HOLD_AT,GLAMPING_CKNG_TOOL_HOLD_AT,ETC_FCLTY_DC,FCLTY_INTRCN_CN,LAST_UPDT_DE
창녕별숲글램핑,여가활동,캠핑,일반야영장,경상남도,창녕군,성산면,연당리,690-2 번지,구연화길,62 번,35.62380135,128.5230581,50312,경상남도 창녕군 성산면 구연화길 62,경상남도 창녕군 성산면 연당리 690-2,,http://starsoop.com/,민간,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 불가능,입실&퇴실 입실 : 15:00 퇴실 : 11:00 22시 이후 입실시 사전문의 필수,20221102
창원휴양림 오토캠핑장,여가활동,캠핑,일반야영장,경상남도,창원시 마산합포구,,석곡리,,,,35.11230799,128.5561449,51781,,경상남도 창원시 마산합포구 구산면 석곡리,,http://cafe.naver.com/dj8128,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,4,1,4,0,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,솔밭에 대단지로 자리함,"창원휴양림 오토캠핑장은 120여 개의 사이트와 방갈로, 펜션이 함께 있는 캠핑장이다. 캠핑장 주위로는 소나무가 많아 자연스레 자연 그늘이 드리워져 캠퍼들이 좋아하는 곳이다. 시원함은 덤으로 따라온다. 등산로, 산책로, 얼음계곡 등 볼거리, 놀거리가 많아 심심치 않은 곳이다.     아이들을 위한 놀이시설인 트램펄린과 실내놀이방, 모래놀이터가 따로 있어 아이들은 지루할 틈이 없다. 이런 덕분에 엄마들은 여유 있게 차 한 잔 마시며 모처럼의 휴식을 취할 수 있다. 여름철에 한시적으로 야외 수영장이 운영된다. 이외에도 족구장, 탁구장 등이 있어 운동을 할 수 있어 좋다. 아침에 일어나 조용히 산책로를 따라 올라가다보면 소원바위가 나오는데, 소원도 빌어보고, 밤도 줍고, 도토리도 주워보자.",20221130
천동오토캠핑장,여가활동,캠핑,"일반야영장,자동차야영장",충청북도,단양군,단양읍,천동리,201 번지,다리안로,534 번,36.97334548,128.4177572,27024,충청북도 단양군 단양읍 다리안로 534,충청북도 단양군 단양읍 천동리 201,0434233589,https://ceondongcamp.dytc.or.kr:455,지자체,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,3,3,5,70,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,반려동물 동반 불가능,"천동오토캠핑장은 충북 단양군 단양읍에 자리 잡고 있다. 단양군청을 기점으로 약 6km 거리에 있으며, 차량을 이용해 별곡1로, 별곡2로, 다리안로를 차례로 거치면 닿는다. 도착까지 소요시간은 10분 남짓이다. 이곳은 도로와 인접해 접근이 쉽다. 넓은 대단지에 여유롭게 조성했고 산과 계곡으로 둘러싸여 자연을 벗 삼아 캠핑을 즐길 수 있다. 캠핑장에는 파쇄석과 데크로 이뤄진 일반 야영장 31면, 자동차 야영장 39면을 마련했다. 사이트 크기는 가로 6m 세로 9m이다. 화로대, 전기를 이용할 수 있고 개인 트레일러와 카라반 입장은 불가능하다. 캠핑장은 사계절 내내 운영하지만 겨울 혹한기에는 휴장할 수 있다. 예약은 온라인 실시간으로만 받는다. 반려견은 동반 입장이 불가능하다.  캠핑장 인근에는 단양 고수동굴, 단양 신라 적성비 등 여행지가 많아 연계관광이 손쉽다. 소백산 도토리 묵밥을 맛볼 수 있는 음식점 오학식당도 있다.",20221102
천등산캠핑장,여가활동,캠핑,"일반야영장,자동차야영장",충청북도,충주시,,명서리,,,,37.07122155,128.0430548,27317,,충청북도 충주시 산척면 명서리 512-2,050714257950,http://cafe.naver.com/chundeungsan,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,1,1,1,40,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"오토 캠핑장(매점, 전기, 온수, 샤워장, 수세식)","천등산 캠핑장은 충북 충주시 산척면에 위치했다. 충주시청을 기점으로 약 21km 거리에 있으며, 자동차를 타고 충원대로, 북부로, 인등로를 차례로 거치면 닿는다. 도착까지 소요시간은 35분가량이다. 이곳은 넓은 강물이 흐르는 삼탄천 옆에 자리했다. 주변에 규모는 작지만 강을 내려다 볼 수 있는 데크를 마련한 삼탄역이 있다. 캠핑장에는 파쇄석으로 이뤄진 일반 야영장 60면을 갖췄다. 사이트 크기는 가로 8m 세로 6m이다. 사이트는 간격이 넓고 주차공간을 별도로 설치해 여유롭게 캠핑을 즐길 수 있다. 개인 트레일러와 카라반 사용을 할 수 있다. 관리소에서는 텐트, 릴선, 화로대, 식기를 빌려준다. 캠핑장은 연중 쉬지 않고 운영하며, 예약은 온라인 실시간으로만 받는다. 반려견은 동반 입장이 가능하다.  캠핑장 주변에는 삼탄유원지, 박달재 등 관광지가 즐비하다. 충주호 인근에 민물매운탕과 송어비빔밥이 유명한 거궁회관이 있다.",20221102
천리안 캠프힐,여가활동,캠핑,"일반야영장,자동차야영장",울산광역시,울주군,상북면,덕현리,454-28 번지,삽재4길,5 번,35.6411473,129.0589482,44901,울산광역시 울주군 상북면 삽재4길 5,울산광역시 울주군 상북면 덕현리 454-28,,http://cafe.naver.com/chunrian,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,1,1,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"오토캠핑, 데크, 파쇄석, 반려동물, 바비큐장, 수영장, 장기숙박, 와이파이, 공용시설, 계곡, 문화유적","천리안캠프힐은 울산 12경 중의 하나인 영남알프스의 가지산과 더불어 문복산, 고헌산으로 둘러싸여진 오토캠핑장이다. 사계절 언제나 와서 힐링을 할 수 있는 맑은 공기와 맑은 물, 그리고 가을이면 단풍이 곱게 물들어 주변경관과 어우러져 장관을 이루는 캠핑장이다. 나무들이 많아 자연스런 그늘막이 형성되어 시원하다. 깨끗하게 정리정돈이 잘되어 있는 최신시설의 캠핑장으로, 사이트가 넓고 여유로워, 대형텐트를 설치해도 자리가 남아 아이들과 놀이공간으로도 활용할 수 있다. 전기배전함이 설치되어 있어 전기사용이 가능하며, 와이파이도 무료로 사용할 수 있다.  아이들의 놀이공간인 트램펄린이 연령별로 2군데로 나뉘어져 있어 안전하게 뛰어놀 수 있어 좋다. 관리실 아래에 위치한 소나무는 여름철에 수영장이 설치되는 장소로 제일 인기 있는 사이트이다. 깨끗한 개수대와 화장실이 있으며, 샤워장에는 탈의실이 따로 있어 편리하다. 반려견 동반입장이 가능하다. 단, 목줄은 필수로 해줘야 한다.",20221102
천문대 별빛정원,여가활동,캠핑,일반야영장,경상북도,영천시,화북면,정각리,19 번지,정각길,150 번,36.1509459,128.9966866,38812,경상북도 영천시 화북면 정각길 150,경상북도 영천시 화북면 정각리 19,0543371826,http://cafe.naver.com/star1566,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,4,4,2,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,보현산천문대 인근,"천문대 별빛정원은 경상북도 영천시 화북면 보현산천문대 인근에 위치해 있다. 익산포항고속도로 북영천IC로 나온 후 천문로를 따라 약 15분을 달려 옥계삼거리에서 자양 방향으로 우회전하여 약 10분정도 산길을 구불구불 달리면 도착한다.   이곳은 보현산 천문대로 오르는 길가에 위치해 주변에 빛 간섭이 없어 맑은 날이면 하늘에 별이 가득해 낭만적인 캠핑을 즐길 수 있는 곳이다. 캠핑장 옆으로는 맑은 계곡물이 흐르고 있어 여름철에는 물놀이도 가능하다.   캠핑장은 총 10개의 사이트로 구성되어 있으며, 민박도 운영하고 있다. 관리동에는 개수대, 화장실과 샤워장이 모여 있고, 매점은 없으나 장작은 판매한다. 고객을 위한 클레이, 원목도마, 민화그리기 등의 체험 프로그램을 운영한다.  인근에는 보현산 천문과학관, 시안미술관, 은해사 등이 있어 연계관광이 용이하다. 캠핑장 주변은 산으로 둘러싸여 식당은 없지만, 영천 시내로 나가면 곰탕 골목과 돔배기, 삼송 꾼만두 등 먹거리가 풍부하다.",20221130
천문대오토캠핑장,여가활동,캠핑,일반야영장,경상남도,김해시,,나전리,,,,35.29465065,128.8784901,50802,경상남도 김해시 생림면 인제로 545-59,경상남도 김해시 생림면 나전리 30-6,0553113325,http://cheonmundaecamping.kr/,민간,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"수영장, 바비큐장, 신축, 키즈테마, 독채","김해시 생림면 나전리에 위치하여 있는 천문대오토캠핑장은 5,000여 평의 대지에 자리 잡은 교통이 편리하면서 한적하고 편안한 최적의 휴식처이다. 녹음이 짙은 산자락에 위치하고 있어 조용하며 공기가 상쾌하여 캠핑의 최적지라고 할 수 있다. 캠핑장에서 등산로를 통해 30분 거리의 멀지 않은 곳에 천문대 및 가야테마파크가 조성되어 있어 아이들 교육과 볼거리, 즐길 거리가 많다. 그리고 캠핑장 맞은편에는 첨성대찜질방이 있어 편안하게 피로를 풀 수 있다.    천문오토캠핑장은 상쾌하고 편안한 환경에서 즐거움을 느낄 수 있는 여러 편의시설을 갖추고 있다. 총 37개의 파쇄석 사이트와 6개의 데크 사이트가 마련되어 있으며 캠핑 외에 편안한 공간에서 즐기실 수 있도록 펜션과 캠핑 카라반도 마련되어 있어 캠핑용품이 없는 사람들도 캠핑을 즐길 수 있도록 하였다. 이외에도 수영장, 매점, 카페, 어린이 영화관, 어린이놀이터 및 실외 트램플린장, 오락실 등의 다양한 부대시설과 개수대 및 샤워시설 등을 갖추고 있으며 주변관광지로는 김해가야테마파크, 김해천문대, 첨성대찜질방, 은하사, 분산성 등이 있다. 천문대오토캠핑장은 넓은 캠핑장 부지와 편리한 교통으로 도시민들에게 최적의 숲속 휴식처를 제공한다.",20221102
천보산 자연휴양림 캠핑장,여가활동,캠핑,일반야영장,경기도,포천시,동교동,,650 번지,원동교길,303 번,37.85332623,127.1214171,11163,경기도 포천시 원동교길 303,경기도 포천시 동교동 650,0315383342,http://www.allkorea.co.kr/,국립공원,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,주차별도 가능,"천보산휴양림 내에 위치한 오토캠핑장으로 총 9개의 야영데크가 있다. 8개의 야영데크와 1개의 야영데크 스페셜이 있는데 야영데크 스페셜은 2개의 데크를 사용할 수 있다. 휴양림 내에는 산림욕장, 하늘 이야기 마당, 천년계단, 물레길 등이 조성되어 있고 수제 햄버거 만들기 등 여러 프로그램이 운영되고 있다.",20221102
천사봉오토캠핑장,여가활동,캠핑,자동차야영장,경기도,양평군,단월면,산음리,662-7 번지,고북길,111-10 번,37.59498,127.5966175,12527,경기도 양평군 단월면 고북길 111-10,경기도 양평군 단월면 산음리 662-7,050714006871,http://cafe.naver.com/camping1004bong,민간,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,1,1,6,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"주차, 예약, 남/녀 화장실 구분","2022년 11월 06일자로 올해 캠핑장 운영이 종료되었음을 알려드리오니, 참고하시기 바랍니다.",20221102
천사섬캠핑&글램핑,여가활동,캠핑,"일반야영장,자동차야영장,카라반,글램핑",전라남도,신안군,자은면,한운리,307-15 번지,한운길,159 번,34.92283354,126.0745606,58828,전라남도 신안군 자은면 한운길 159,전라남도 신안군 자은면 한운리 307-15,,www.1004cam.modoo.at,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,1,1,1,60,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,알수없음,천사섬 캠핑&글램핑입니다. 아름다운 바다와 자연 속에서 힐링하세요,20221102
천안시 국민여가캠핑장,여가활동,캠핑,자동차야영장,충청남도,천안시 동남구,목천읍,교촌리,105-1 번지,교촌7길,46-13 번,36.80165412,127.2267849,31229,충청남도 천안시 동남구 목천읍 교촌7길 46-13,충청남도 천안시 동남구 목천읍 교촌리 105-1,0415295113,,민간,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 불가능,"천안시 국민여가캠핑장은 충남 천안시 동남구에 자리했다. 천안시청을 기점으로 15Km가량 떨어져 있다. 자동차를 타고 동서대로, 천안대로, 우량로, 덕전1길을 차례로 거치면 닿는다. 도착까지 소요시간은 약 30분이다. 캠핑장은 흑성산과 용연저수지 사이에 위치했다. 이 덕분에 사방이 산으로 둘러싸여 자연친화적인 느낌이다. 게다가 캠핑장 앞쪽으로는 저수지의 기막힌 풍광이 눈길을 사로잡는다. 캠핑장에는 자동차야영장 28면과 일반야영장 10면을 마련했다. 당일 사용이 가능하며, 이 경우 시간 제한은 오전 11시부터 오후 6시까지다. 개인 카라반과 트레일러 동반 입장은 불가능하다. 예약은 홈페이지 온라인 실시간으로 가능하다. 봄부터 가을까지 문을 열며, 매년 1월 1일부터 2월 28일까지 휴장에 돌입한다.  캠핑장 주변에 독립기념관 등 천안의 유명 관광지가 즐비해 연계 여행이 순조롭다.",20221130
천안OK캠핑,여가활동,캠핑,일반야영장,충청남도,천안시 동남구,,오곡리,,,,36.82510472,127.2862023,31238,충청남도 천안시 동남구 북면 오곡1길 4-30,충청남도 천안시 동남구 북면 오곡리 322-1,0415512220,,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,1,1,3,9,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,"개별바비큐, 침대방, 가족실, 단체, 오토캠핑, 방갈로, 카라반, 파쇄석, 데크, 2인실, 계곡, 와이파이, 바비큐장, 온돌방","천안OK캠핑은 충남 천안시 동남구에 에 자리 잡고 있다. 천안시청을 기점으로 약 23km 거리에 있으며, 자동차를 타고 시청로, 남부대로, 위례성로를 차례로 거치면 닿는다. 도착까지 소요시간은 30분 남짓이다. 이곳은 도로와 인접해 접근이 쉽다. 캠핑장 앞에 강물이 흐르고 있고 주변은 산으로 둘러싸여 있다. 아담한 규모의 캠핑장이며, 가족과 함께 라면 좋을 것 같은 생각이 든다. 캠핑장에는 파쇄석으로 이뤄진 일반 야영장 4면을 배치했다. 사이트 크기는 가로 8m 세로 9m이며, 간격은 넓고 여유롭다. 개인 트레일러와 카라반 입장이 가능하고 화로대, 전기를 이용할 수 있다. 캠핑장은 연중 쉬지 않고 운영하며, 예약은 전화로만 받는다. 아울러 반려견은 소형견만 동반 입장이 가능하다.  캠핑장 인근에는 국립 망향의 동산, 각원사 등 여행지가 많아 연계관광이 용이하다. 한정식과 고기요리로 유명한 음식점 들꽃도 있다.",20221102
천왕산 가족캠핑장,여가활동,캠핑,자동차야영장,서울특별시,구로구,항동,,39-4 번지,연동로12길,149 번,37.47899494,126.8313925,8368,서울특별시 구로구 연동로12길 149,서울특별시 구로구 항동 산 39-4,0220667004,,지자체,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,1,1,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 가능,알수없음,20221102
천주봉 캠핑장,여가활동,캠핑,자동차야영장,경상북도,문경시,동로면,간송리,705 번지,금천로,2117 번,36.73951998,128.3122334,36903,경상북도 문경시 동로면 금천로 2117,경상북도 문경시 동로면 간송리 705,,http://cjbong.com/,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,10,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"단체, 가족실, 체험활동, 계곡, 문화유적, 자연학습","3분거리 물놀이가 가능한 계곡이 있고 개인별 화장실(샤워가능)이 제공되어,가족이 함께 즐기기 좋은 캠핑장 입니다.",20221102
천지 글램핑,여가활동,캠핑,일반야영장,전라남도,순천시,상사면,비촌리,438-10 번지,선동길,112 번,34.9022265,127.4360856,57920,전라남도 순천시 상사면 선동길 112,전라남도 순천시 상사면 비촌리 438-10,0617425532,http://www.cheonjiglamping.modoo.at,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"개별바비큐, 글램핑, 수영장, 와이파이, 족구장, 공용시설, 선착순입장, 데크, 침대방","천지글램핑만의 매력,요즘 같은 힘든 시기에 힐링과 재미를 찾으시는 분들에게 천지 글램핑을 추천 드립니다.",20221102
천하마을야영장,여가활동,캠핑,일반야영장,경상남도,남해군,미조면,송정리,1378 번지,남해대로397번길,18 번,34.724357,128.013615,52441,경상남도 남해군 미조면 남해대로397번길 18,경상남도 남해군 미조면 송정리 1378,,,지자체,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,6,6,1,5,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,반려동물 동반 소형견만 가능,"천하몽돌 야영장 아담하고 조용한 바다가의 위치하고 있으며, 무성하고 오래된 나무들이 주는 자연그늘막이 많아 타프를 치지 않아도 되는 캠핑장입니다.  마을과 공생하는 지역과 상생하는 캠핑장입니다. 작은 캠핑장이지만 사이트의 공간이 여유로워 텐트를 편안하게 설치할 수 있어 좋으며 텐트 바로 옆으로 주차를 할 수 있어 무거운 짐을 옮기는 수고를 덜어주어 좋습니다. 천하몽돌 야영장은 13개의 사이트로 되어 있으며,  캠핑장에서 바다까지는 약 10m 이내 거리에 위치하고 있어 물놀이하기에 좋습니다. 캠핑장내 화장실 개수대 샤워장 등 편의시설이 최신시설로 되어 있으며 깨끗하게 관리되어 있어 사용하기에 좋습니다. 캠핑장 앞으로는 금포마을까지 해안도로가 이어져있어 산책하기에 좋습니다.  캠핑장 옆에는 산에서 내려오는 시냇물이 있어 자연 수영장이 있습니다. 어린아이들이 민물고기를 잡으면서 재미있게 놀수있는 공간입니다.",20221102
철원 평화마을 서울캠핑장,여가활동,캠핑,자동차야영장,강원도,철원군,,유곡리,,,,38.31382262,127.4025155,24052,강원도 철원군 근북면 유곡로 545,강원도 철원군 근북면 유곡리 512,0334553904,http://blog.naver.com/seoul_camp,지자체,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"취사세척, 화장실, 샤워장, 등 편의시설 있음",알수없음,20221102
